GLPSOL--GLPK LP/MIP Solver 5.0
Parameter(s) specified in the command line:
 -m ../GLPK/GraphColoringGLPK.mod -d 2-FullIns_4.col.dat -o ../sol/2-FullIns_4.col.dat.sol
Reading model section from ../GLPK/GraphColoringGLPK.mod...
../GLPK/GraphColoringGLPK.mod:28: warning: unexpected end of file; missing end statement inserted
28 lines were read
Reading data section from 2-FullIns_4.col.dat...
3247 lines were read
Generating colors_count...
Generating R1...
Generating R2...
Generating R3...
Model has been successfully generated
GLPK Integer Optimizer 5.0
687728 rows, 45156 columns, 2196532 non-zeros
45156 integer variables, all of which are binary
Preprocessing...
687727 rows, 45156 columns, 2196320 non-zeros
45156 integer variables, all of which are binary
Scaling...
 A: min|aij| =  1.000e+00  max|aij| =  1.000e+00  ratio =  1.000e+00
Problem data seem to be well scaled
Constructing initial basis...
Size of triangular part is 687727
Solving LP relaxation...
GLPK Simplex Optimizer 5.0
687727 rows, 45156 columns, 2196320 non-zeros
      0: obj =   0.000000000e+00 inf =   6.696e+03 (3243)
* 87855: obj =   5.703719839e+00 inf =   6.635e-04 (22012) 1
* 87957: obj =   5.699451881e+00 inf =   6.674e-04 (22484) 1
* 88061: obj =   5.698112636e+00 inf =   6.743e-04 (22663) 1
* 88169: obj =   5.697885605e+00 inf =   6.796e-04 (22699) 1
* 88275: obj =   5.696548671e+00 inf =   6.703e-04 (23199) 1
* 88380: obj =   5.696135859e+00 inf =   6.702e-04 (23257) 1
* 88485: obj =   5.695970137e+00 inf =   6.676e-04 (22467) 1
* 88588: obj =   5.694221025e+00 inf =   6.649e-04 (22100) 1
* 88691: obj =   5.693016058e+00 inf =   6.664e-04 (22269) 1
* 88792: obj =   5.690849158e+00 inf =   6.714e-04 (23179) 1
* 88892: obj =   5.684764663e+00 inf =   6.706e-04 (22528) 1
* 88994: obj =   5.679584332e+00 inf =   6.714e-04 (22490) 1
* 89095: obj =   5.675226758e+00 inf =   6.861e-04 (23098) 1
* 89201: obj =   5.673894428e+00 inf =   6.787e-04 (23584) 1
* 89308: obj =   5.673350409e+00 inf =   6.768e-04 (22593) 1
* 89414: obj =   5.672551235e+00 inf =   6.789e-04 (23371) 1
* 89519: obj =   5.672016383e+00 inf =   6.826e-04 (22318) 1
* 89624: obj =   5.671933782e+00 inf =   6.789e-04 (22663) 1
* 89727: obj =   5.670854010e+00 inf =   6.764e-04 (22576) 1
* 89831: obj =   5.670663386e+00 inf =   6.893e-04 (23078) 1
* 89935: obj =   5.668590620e+00 inf =   6.963e-04 (23000) 1
* 90040: obj =   5.667086892e+00 inf =   6.932e-04 (22564) 1
* 90145: obj =   5.665583323e+00 inf =   6.811e-04 (23024) 1
* 90251: obj =   5.664612679e+00 inf =   6.804e-04 (23269) 1
* 90359: obj =   5.663975975e+00 inf =   6.825e-04 (22905) 1
* 90461: obj =   5.662776205e+00 inf =   6.833e-04 (22473) 1
* 90563: obj =   5.661271634e+00 inf =   6.844e-04 (22839) 1
* 90664: obj =   5.656510218e+00 inf =   7.009e-04 (22426) 1
* 90768: obj =   5.653710978e+00 inf =   7.004e-04 (23465) 1
* 90867: obj =   5.647101483e+00 inf =   7.133e-04 (22767) 1
* 90969: obj =   5.644726712e+00 inf =   7.201e-04 (22014) 1
* 91070: obj =   5.640385034e+00 inf =   7.146e-04 (23602) 1
* 91175: obj =   5.638530662e+00 inf =   7.285e-04 (22816) 1
* 91281: obj =   5.637713109e+00 inf =   7.116e-04 (22941) 1
* 91387: obj =   5.637158831e+00 inf =   7.145e-04 (22875) 1
* 91493: obj =   5.636963523e+00 inf =   7.216e-04 (21946) 1
* 91598: obj =   5.636439121e+00 inf =   7.206e-04 (21296) 1
* 91703: obj =   5.635102330e+00 inf =   7.263e-04 (22874) 1
* 91806: obj =   5.633857663e+00 inf =   7.295e-04 (23582) 1
* 91911: obj =   5.632735971e+00 inf =   7.327e-04 (22232) 1
* 92014: obj =   5.631208204e+00 inf =   7.270e-04 (22395) 1
* 92122: obj =   5.630187250e+00 inf =   7.253e-04 (23150) 1
* 92232: obj =   5.630164502e+00 inf =   7.444e-04 (23425) 1
* 92338: obj =   5.629654139e+00 inf =   7.463e-04 (23640) 1
* 92444: obj =   5.629205842e+00 inf =   7.449e-04 (22029) 1
* 92550: obj =   5.629042567e+00 inf =   7.450e-04 (21840) 1
* 92657: obj =   5.628797710e+00 inf =   7.481e-04 (23523) 1
* 92764: obj =   5.628072639e+00 inf =   7.608e-04 (22212) 1
* 92869: obj =   5.627287915e+00 inf =   7.596e-04 (22953) 1
* 92973: obj =   5.625079542e+00 inf =   7.503e-04 (23897) 1
* 93075: obj =   5.622448415e+00 inf =   7.486e-04 (23047) 1
* 93181: obj =   5.622328198e+00 inf =   7.561e-04 (22418) 1
* 93287: obj =   5.622285229e+00 inf =   7.711e-04 (22745) 1
* 93392: obj =   5.621715829e+00 inf =   7.551e-04 (22890) 1
* 93498: obj =   5.621667297e+00 inf =   7.564e-04 (22712) 1
* 93602: obj =   5.621452561e+00 inf =   7.629e-04 (22735) 1
* 93706: obj =   5.621067357e+00 inf =   7.729e-04 (23557) 1
* 93811: obj =   5.620940021e+00 inf =   7.849e-04 (23250) 1
* 93912: obj =   5.620358777e+00 inf =   7.879e-04 (22227) 1
* 94016: obj =   5.618665544e+00 inf =   7.867e-04 (22423) 1
* 94119: obj =   5.615741418e+00 inf =   7.761e-04 (22850) 1
* 94222: obj =   5.615077933e+00 inf =   7.744e-04 (22547) 1
* 94326: obj =   5.614875115e+00 inf =   7.732e-04 (23514) 1
* 94430: obj =   5.613975646e+00 inf =   7.759e-04 (22132) 1
* 94533: obj =   5.613282778e+00 inf =   7.726e-04 (22363) 1
* 94635: obj =   5.612049254e+00 inf =   7.817e-04 (23743) 1
* 94738: obj =   5.610847461e+00 inf =   7.872e-04 (23167) 1
* 94840: obj =   5.608584137e+00 inf =   7.895e-04 (22507) 1
* 94943: obj =   5.606170086e+00 inf =   7.913e-04 (21838) 1
* 95043: obj =   5.603339850e+00 inf =   8.050e-04 (23540) 1
* 95144: obj =   5.601089757e+00 inf =   8.176e-04 (22145) 1
* 95249: obj =   5.600690516e+00 inf =   8.163e-04 (22807) 1
* 95354: obj =   5.600689936e+00 inf =   8.184e-04 (22822) 1
* 95459: obj =   5.599762583e+00 inf =   8.187e-04 (22849) 1
* 95565: obj =   5.599373448e+00 inf =   8.149e-04 (22457) 1
* 95671: obj =   5.598963604e+00 inf =   8.160e-04 (22598) 1
* 95777: obj =   5.597387705e+00 inf =   8.310e-04 (23733) 1
* 95884: obj =   5.596938340e+00 inf =   8.277e-04 (24248) 1
* 95988: obj =   5.595616176e+00 inf =   8.336e-04 (23175) 1
* 96092: obj =   5.594590271e+00 inf =   8.318e-04 (23429) 1
* 96199: obj =   5.594427602e+00 inf =   8.423e-04 (22509) 1
* 96305: obj =   5.594296006e+00 inf =   8.445e-04 (23455) 1
* 96409: obj =   5.594060726e+00 inf =   8.448e-04 (22239) 1
* 96514: obj =   5.593437811e+00 inf =   8.204e-04 (23494) 1
* 96619: obj =   5.592212342e+00 inf =   8.207e-04 (23227) 1
* 96723: obj =   5.591114643e+00 inf =   8.279e-04 (22577) 1
* 96824: obj =   5.587554530e+00 inf =   8.297e-04 (22964) 1
* 96925: obj =   5.585761041e+00 inf =   8.301e-04 (23025) 1
* 97026: obj =   5.584575506e+00 inf =   8.387e-04 (22959) 1
* 97127: obj =   5.582192999e+00 inf =   8.601e-04 (22605) 1
* 97230: obj =   5.581250153e+00 inf =   8.531e-04 (22762) 1
* 97333: obj =   5.580794731e+00 inf =   8.495e-04 (23010) 1
* 97436: obj =   5.579970791e+00 inf =   8.443e-04 (23582) 1
* 97539: obj =   5.577917894e+00 inf =   8.530e-04 (22884) 1
* 97642: obj =   5.576380817e+00 inf =   8.612e-04 (23179) 1
* 97744: obj =   5.573785825e+00 inf =   8.638e-04 (22710) 1
* 97846: obj =   5.570666841e+00 inf =   8.695e-04 (22847) 1
* 97946: obj =   5.567090049e+00 inf =   8.708e-04 (22404) 1
* 98049: obj =   5.566230240e+00 inf =   8.741e-04 (22342) 1
* 98151: obj =   5.562554380e+00 inf =   8.869e-04 (21977) 1
* 98256: obj =   5.562029500e+00 inf =   8.997e-04 (22458) 1
* 98359: obj =   5.561724902e+00 inf =   9.031e-04 (22994) 1
* 98461: obj =   5.561028577e+00 inf =   9.019e-04 (22382) 1
* 98563: obj =   5.559935834e+00 inf =   9.058e-04 (22834) 1
* 98666: obj =   5.558567041e+00 inf =   9.101e-04 (23587) 1
* 98767: obj =   5.557474082e+00 inf =   9.067e-04 (22997) 1
* 98868: obj =   5.555999501e+00 inf =   9.031e-04 (22512) 1
* 98967: obj =   5.551698254e+00 inf =   9.074e-04 (22288) 1
* 99064: obj =   5.546692911e+00 inf =   9.093e-04 (22391) 1
* 99165: obj =   5.543346565e+00 inf =   9.092e-04 (23141) 1
* 99269: obj =   5.543223879e+00 inf =   9.033e-04 (22533) 1
* 99372: obj =   5.542464549e+00 inf =   9.073e-04 (22591) 1
* 99477: obj =   5.542250138e+00 inf =   9.158e-04 (23560) 1
* 99581: obj =   5.541764011e+00 inf =   9.284e-04 (22910) 1
* 99682: obj =   5.539916838e+00 inf =   9.305e-04 (23446) 1
* 99784: obj =   5.539439420e+00 inf =   9.345e-04 (22658) 1
* 99884: obj =   5.538211654e+00 inf =   9.304e-04 (22940) 1
* 99983: obj =   5.535783338e+00 inf =   9.333e-04 (22377) 1
*100085: obj =   5.534739005e+00 inf =   9.385e-04 (22667) 1
*100187: obj =   5.534054079e+00 inf =   9.404e-04 (23247) 1
*100289: obj =   5.534010818e+00 inf =   8.842e-04 (22075) 1
*100390: obj =   5.533022937e+00 inf =   8.784e-04 (23260) 1
*100492: obj =   5.532522490e+00 inf =   8.754e-04 (23029) 1
*100594: obj =   5.532307822e+00 inf =   8.803e-04 (23107) 1
*100697: obj =   5.532049092e+00 inf =   8.759e-04 (23353) 1
*100799: obj =   5.531594616e+00 inf =   8.804e-04 (23193) 1
*100899: obj =   5.530054319e+00 inf =   8.790e-04 (23304) 1
*100995: obj =   5.526247363e+00 inf =   8.893e-04 (22798) 1
*101096: obj =   5.524359374e+00 inf =   9.049e-04 (22671) 1
*101198: obj =   5.522759166e+00 inf =   9.006e-04 (23303) 1
*101299: obj =   5.522418585e+00 inf =   9.074e-04 (23424) 1
*101402: obj =   5.521710129e+00 inf =   9.061e-04 (23128) 1
*101504: obj =   5.520912757e+00 inf =   9.190e-04 (22370) 1
*101606: obj =   5.520257953e+00 inf =   9.235e-04 (22515) 1
*101709: obj =   5.518356231e+00 inf =   9.291e-04 (22969) 1
*101808: obj =   5.516084334e+00 inf =   9.327e-04 (22344) 1
*101907: obj =   5.514024902e+00 inf =   9.335e-04 (22244) 1
*102005: obj =   5.511269009e+00 inf =   9.338e-04 (22846) 1
*102105: obj =   5.509810963e+00 inf =   9.351e-04 (22971) 1
*102210: obj =   5.508537362e+00 inf =   9.461e-04 (22656) 1
*102313: obj =   5.507471628e+00 inf =   9.348e-04 (23360) 1
*102417: obj =   5.507043225e+00 inf =   9.330e-04 (22551) 1
*102519: obj =   5.506867499e+00 inf =   9.384e-04 (23070) 1
*102624: obj =   5.506467639e+00 inf =   9.666e-04 (22923) 1
*102728: obj =   5.505411072e+00 inf =   9.864e-04 (22842) 1
*102831: obj =   5.504794597e+00 inf =   9.897e-04 (23258) 1
*102933: obj =   5.503366295e+00 inf =   9.987e-04 (22116) 1
*103035: obj =   5.501780065e+00 inf =   9.906e-04 (22955) 1
*103139: obj =   5.501158892e+00 inf =   9.997e-04 (22896) 1
*103241: obj =   5.500835593e+00 inf =   1.001e-03 (23267) 1
*103344: obj =   5.500411262e+00 inf =   9.714e-04 (23057) 1
*103449: obj =   5.499891020e+00 inf =   9.704e-04 (22914) 1
*103557: obj =   5.499662534e+00 inf =   9.844e-04 (23861) 1
*103659: obj =   5.498937628e+00 inf =   9.863e-04 (22520) 1
*103761: obj =   5.498313034e+00 inf =   9.843e-04 (22525) 1
*103862: obj =   5.497897579e+00 inf =   9.914e-04 (22883) 1
*103964: obj =   5.497278003e+00 inf =   1.008e-03 (23691) 1
*104067: obj =   5.496011083e+00 inf =   1.013e-03 (22748) 1
*104169: obj =   5.495608551e+00 inf =   1.013e-03 (22787) 1
*104272: obj =   5.495131446e+00 inf =   1.004e-03 (21286) 1
*104375: obj =   5.494868343e+00 inf =   9.891e-04 (23048) 1
*104477: obj =   5.494717951e+00 inf =   9.981e-04 (23205) 1
*104582: obj =   5.494198122e+00 inf =   9.988e-04 (23275) 1
*104684: obj =   5.493498405e+00 inf =   9.982e-04 (24001) 1
*104785: obj =   5.492988693e+00 inf =   9.960e-04 (23341) 1
*104886: obj =   5.491310820e+00 inf =   1.003e-03 (22291) 1
*104990: obj =   5.489837272e+00 inf =   1.016e-03 (22813) 1
*105092: obj =   5.488213011e+00 inf =   1.015e-03 (22563) 1
*105195: obj =   5.486779900e+00 inf =   9.963e-04 (23031) 1
*105303: obj =   5.486160106e+00 inf =   1.006e-03 (22521)
*105404: obj =   5.485843127e+00 inf =   1.004e-03 (22783) 1
*105506: obj =   5.485694634e+00 inf =   1.009e-03 (23266) 1
*105609: obj =   5.485661387e+00 inf =   1.014e-03 (22478) 1
*105710: obj =   5.485403332e+00 inf =   1.016e-03 (22263) 1
*105810: obj =   5.485197219e+00 inf =   1.002e-03 (22759) 1
*105910: obj =   5.484311497e+00 inf =   1.011e-03 (23211) 1
*106011: obj =   5.483798530e+00 inf =   1.016e-03 (22950) 1
*106110: obj =   5.482456983e+00 inf =   1.039e-03 (23466) 1
*106211: obj =   5.482201933e+00 inf =   1.040e-03 (23129) 1
*106312: obj =   5.481990061e+00 inf =   1.043e-03 (22733) 1
*106413: obj =   5.481660825e+00 inf =   1.041e-03 (22187) 1
*106513: obj =   5.480967404e+00 inf =   1.040e-03 (22942) 1
*106613: obj =   5.480567299e+00 inf =   1.048e-03 (22889) 1
*106713: obj =   5.479909697e+00 inf =   1.046e-03 (22317) 1
*106813: obj =   5.479244867e+00 inf =   1.052e-03 (23459) 1
*106913: obj =   5.478586589e+00 inf =   1.057e-03 (22862) 1
*107010: obj =   5.476049185e+00 inf =   1.064e-03 (22835) 1
*107106: obj =   5.473129256e+00 inf =   1.075e-03 (22391) 1
*107208: obj =   5.473038924e+00 inf =   1.095e-03 (23273) 1
*107308: obj =   5.472150527e+00 inf =   1.107e-03 (22702) 1
*107409: obj =   5.471678295e+00 inf =   1.110e-03 (22201) 1
*107509: obj =   5.471105783e+00 inf =   1.116e-03 (22994) 1
*107608: obj =   5.469698804e+00 inf =   1.097e-03 (23399) 1
*107708: obj =   5.469023915e+00 inf =   1.097e-03 (23587) 1
*107808: obj =   5.468273931e+00 inf =   1.106e-03 (22788) 1
*107908: obj =   5.467496425e+00 inf =   1.110e-03 (24116) 1
*108006: obj =   5.465963033e+00 inf =   1.114e-03 (22295) 1
*108105: obj =   5.464341298e+00 inf =   1.128e-03 (23130) 1
*108207: obj =   5.463818687e+00 inf =   1.113e-03 (22311) 1
*108311: obj =   5.463568833e+00 inf =   1.117e-03 (22928) 1
*108415: obj =   5.463028255e+00 inf =   1.143e-03 (23404) 1
*108518: obj =   5.462488058e+00 inf =   1.127e-03 (22809) 1
*108621: obj =   5.462186817e+00 inf =   1.125e-03 (22333) 1
*108721: obj =   5.458830942e+00 inf =   1.121e-03 (22145) 1
*108824: obj =   5.457780800e+00 inf =   1.123e-03 (22109) 1
*108927: obj =   5.454529620e+00 inf =   1.112e-03 (23202)
*109025: obj =   5.452862499e+00 inf =   1.116e-03 (23380) 1
*109123: obj =   5.448892777e+00 inf =   1.122e-03 (24309) 1
*109226: obj =   5.448839062e+00 inf =   1.123e-03 (23020) 1
*109329: obj =   5.448007231e+00 inf =   1.127e-03 (22575) 1
*109432: obj =   5.447798273e+00 inf =   1.146e-03 (23118) 1
*109534: obj =   5.447396175e+00 inf =   1.147e-03 (22512) 1
*109635: obj =   5.446923177e+00 inf =   1.153e-03 (22008) 1
*109736: obj =   5.446591389e+00 inf =   1.152e-03 (22931) 1
*109837: obj =   5.446239540e+00 inf =   1.144e-03 (23349) 1
*109937: obj =   5.444989254e+00 inf =   1.152e-03 (23053) 1
*110037: obj =   5.443438037e+00 inf =   1.146e-03 (22423) 1
*110139: obj =   5.442884541e+00 inf =   1.160e-03 (23282) 1
*110241: obj =   5.442615231e+00 inf =   1.163e-03 (23645) 1
*110342: obj =   5.442569181e+00 inf =   1.154e-03 (23643) 1
*110444: obj =   5.442565289e+00 inf =   1.157e-03 (23392) 1
*110546: obj =   5.442484310e+00 inf =   1.152e-03 (23371) 1
*110647: obj =   5.442016100e+00 inf =   1.151e-03 (22848) 1
*110748: obj =   5.441321980e+00 inf =   1.145e-03 (22586) 1
*110848: obj =   5.440476471e+00 inf =   1.140e-03 (23103) 1
*110949: obj =   5.439517725e+00 inf =   1.149e-03 (22691) 1
*111048: obj =   5.437469415e+00 inf =   1.164e-03 (22374) 1
*111149: obj =   5.436576326e+00 inf =   1.165e-03 (23178) 1
*111250: obj =   5.436484814e+00 inf =   1.184e-03 (22621) 1
*111352: obj =   5.436129250e+00 inf =   1.195e-03 (22203) 1
*111454: obj =   5.435735615e+00 inf =   1.209e-03 (22669) 1
*111555: obj =   5.435587722e+00 inf =   1.227e-03 (22855) 1
*111656: obj =   5.435481259e+00 inf =   1.216e-03 (23772) 1
*111755: obj =   5.435018682e+00 inf =   1.217e-03 (24020) 1
*111855: obj =   5.434865192e+00 inf =   1.217e-03 (24010) 1
*111955: obj =   5.434330305e+00 inf =   1.211e-03 (21832) 1
*112055: obj =   5.433730943e+00 inf =   1.217e-03 (23505) 1
*112156: obj =   5.433480174e+00 inf =   1.213e-03 (25138) 1
*112257: obj =   5.433452149e+00 inf =   1.206e-03 (23838) 1
*112358: obj =   5.433294489e+00 inf =   1.229e-03 (24249) 1
*112456: obj =   5.432189256e+00 inf =   1.245e-03 (22796) 1
*112555: obj =   5.431305170e+00 inf =   1.244e-03 (22921) 1
*112659: obj =   5.430729031e+00 inf =   1.250e-03 (22357) 1
*112763: obj =   5.429034297e+00 inf =   1.252e-03 (22940)
*112860: obj =   5.427544243e+00 inf =   1.263e-03 (22663) 1
*112957: obj =   5.425749828e+00 inf =   1.263e-03 (22474) 1
*113054: obj =   5.423095792e+00 inf =   1.262e-03 (22670) 1
*113152: obj =   5.421532545e+00 inf =   1.278e-03 (23308) 1
*113253: obj =   5.421447158e+00 inf =   1.288e-03 (22579) 1
*113353: obj =   5.420996856e+00 inf =   1.292e-03 (23555) 1
*113452: obj =   5.420141603e+00 inf =   1.280e-03 (23645) 1
*113552: obj =   5.419421168e+00 inf =   1.282e-03 (23051) 1
*113653: obj =   5.418067202e+00 inf =   1.285e-03 (22807) 1
*113755: obj =   5.417849050e+00 inf =   1.278e-03 (23138) 1
*113854: obj =   5.415964010e+00 inf =   1.278e-03 (22666) 1
*113955: obj =   5.415183678e+00 inf =   1.276e-03 (23016) 1
*114054: obj =   5.414300400e+00 inf =   1.292e-03 (22351) 1
*114153: obj =   5.412499987e+00 inf =   1.273e-03 (23112) 1
*114253: obj =   5.412134018e+00 inf =   1.282e-03 (22029) 1
*114354: obj =   5.411732280e+00 inf =   1.288e-03 (22445) 1
*114455: obj =   5.411283516e+00 inf =   1.258e-03 (23329) 1
*114555: obj =   5.410260746e+00 inf =   1.258e-03 (22395) 1
*114654: obj =   5.408416864e+00 inf =   1.261e-03 (23454) 1
*114754: obj =   5.407133632e+00 inf =   1.266e-03 (22791) 1
*114854: obj =   5.406294199e+00 inf =   1.267e-03 (22572) 1
*114954: obj =   5.406057172e+00 inf =   1.271e-03 (22717) 1
*115053: obj =   5.404885287e+00 inf =   1.275e-03 (23459) 1
*115152: obj =   5.403611685e+00 inf =   1.263e-03 (22420) 1
*115252: obj =   5.402457742e+00 inf =   1.224e-03 (23960) 1
*115353: obj =   5.402269286e+00 inf =   1.231e-03 (23598) 1
*115454: obj =   5.401841016e+00 inf =   1.227e-03 (22475) 1
*115555: obj =   5.400888905e+00 inf =   1.225e-03 (23568) 1
*115658: obj =   5.399487771e+00 inf =   1.228e-03 (22066) 1
*115758: obj =   5.393593275e+00 inf =   1.227e-03 (22386)
*115855: obj =   5.389888373e+00 inf =   1.236e-03 (22774) 1
*115951: obj =   5.387553407e+00 inf =   1.238e-03 (22498) 1
*116049: obj =   5.386565370e+00 inf =   1.236e-03 (23097) 1
*116147: obj =   5.384792243e+00 inf =   1.243e-03 (22909) 1
*116249: obj =   5.384363577e+00 inf =   1.226e-03 (23127) 1
*116350: obj =   5.384207976e+00 inf =   1.221e-03 (22629) 1
*116450: obj =   5.383705150e+00 inf =   1.222e-03 (23075) 1
*116549: obj =   5.383278569e+00 inf =   1.208e-03 (22297) 1
*116649: obj =   5.382997220e+00 inf =   1.209e-03 (22372) 1
*116749: obj =   5.382567565e+00 inf =   1.207e-03 (22902) 1
*116847: obj =   5.381292938e+00 inf =   1.207e-03 (23011) 1
*116946: obj =   5.380043442e+00 inf =   1.212e-03 (23413) 1
*117043: obj =   5.377648697e+00 inf =   1.213e-03 (23011) 1
*117140: obj =   5.375634659e+00 inf =   1.249e-03 (23051) 1
*117241: obj =   5.375148674e+00 inf =   1.240e-03 (22347) 1
*117342: obj =   5.374753413e+00 inf =   1.237e-03 (23301) 1
*117444: obj =   5.374679077e+00 inf =   1.237e-03 (23778) 1
*117544: obj =   5.374513123e+00 inf =   1.225e-03 (23116) 1
*117644: obj =   5.373863024e+00 inf =   1.222e-03 (22860) 1
*117743: obj =   5.373394621e+00 inf =   1.222e-03 (22518) 1
*117842: obj =   5.372860089e+00 inf =   1.221e-03 (22655) 1
*117940: obj =   5.371536796e+00 inf =   1.225e-03 (22944) 1
*118042: obj =   5.371232447e+00 inf =   1.233e-03 (22677) 1
*118140: obj =   5.369365120e+00 inf =   1.231e-03 (22820) 1
*118241: obj =   5.369049934e+00 inf =   1.218e-03 (22992) 1
*118342: obj =   5.368713258e+00 inf =   1.222e-03 (24747) 1
*118443: obj =   5.368582072e+00 inf =   1.231e-03 (22610) 1
*118543: obj =   5.368234124e+00 inf =   1.254e-03 (22252) 1
*118644: obj =   5.367160511e+00 inf =   1.251e-03 (22317) 1
*118748: obj =   5.366064551e+00 inf =   1.242e-03 (22426) 1
*118851: obj =   5.364798216e+00 inf =   1.236e-03 (22726) 1
*118953: obj =   5.363298235e+00 inf =   1.237e-03 (23059)
*119050: obj =   5.359330917e+00 inf =   1.257e-03 (22623) 1
*119150: obj =   5.358073215e+00 inf =   1.270e-03 (22464) 1
*119251: obj =   5.357880373e+00 inf =   1.259e-03 (23211) 1
*119351: obj =   5.357713675e+00 inf =   1.264e-03 (23006) 1
*119450: obj =   5.356819811e+00 inf =   1.257e-03 (23256) 1
*119549: obj =   5.356065053e+00 inf =   1.273e-03 (22653) 1
*119648: obj =   5.355324394e+00 inf =   1.276e-03 (22539) 1
*119748: obj =   5.354098508e+00 inf =   1.279e-03 (22977) 1
*119843: obj =   5.351877849e+00 inf =   1.288e-03 (23204) 1
*119940: obj =   5.350932791e+00 inf =   1.293e-03 (22481) 1
*120038: obj =   5.350256305e+00 inf =   1.344e-03 (22552) 1
*120134: obj =   5.348141009e+00 inf =   1.358e-03 (22576) 1
*120234: obj =   5.347979745e+00 inf =   1.325e-03 (22691) 1
*120333: obj =   5.347844769e+00 inf =   1.331e-03 (23097) 1
*120432: obj =   5.347774612e+00 inf =   1.332e-03 (22924) 1
*120531: obj =   5.347381545e+00 inf =   1.393e-03 (23284) 1
*120630: obj =   5.347224231e+00 inf =   1.395e-03 (22747) 1
*120730: obj =   5.346657880e+00 inf =   1.406e-03 (23059) 1
*120830: obj =   5.346025928e+00 inf =   1.415e-03 (23090) 1
*120930: obj =   5.346001613e+00 inf =   1.414e-03 (22973) 1
*121029: obj =   5.344324204e+00 inf =   1.415e-03 (22929) 1
*121129: obj =   5.343460346e+00 inf =   1.444e-03 (23020) 1
*121229: obj =   5.343029048e+00 inf =   1.446e-03 (22907) 1
*121328: obj =   5.342582397e+00 inf =   1.462e-03 (23033) 1
*121428: obj =   5.342544244e+00 inf =   1.461e-03 (23680) 1
*121529: obj =   5.342498946e+00 inf =   1.532e-03 (22450) 1
*121628: obj =   5.342151810e+00 inf =   1.546e-03 (22917) 1
*121727: obj =   5.341348975e+00 inf =   1.551e-03 (23619) 1
*121831: obj =   5.341199492e+00 inf =   1.552e-03 (22862) 1
*121933: obj =   5.339962165e+00 inf =   1.566e-03 (22631) 1
*122035: obj =   5.339038890e+00 inf =   1.570e-03 (23137) 1
*122137: obj =   5.337700829e+00 inf =   1.574e-03 (22643) 1
*122239: obj =   5.337044960e+00 inf =   1.653e-03 (23074) 1
*122342: obj =   5.336638899e+00 inf =   1.693e-03 (23322) 1
*122444: obj =   5.336245792e+00 inf =   1.697e-03 (22792) 1
*122548: obj =   5.336217354e+00 inf =   1.700e-03 (21815) 1
*122649: obj =   5.336108398e+00 inf =   1.699e-03 (23001) 1
*122753: obj =   5.335408703e+00 inf =   1.703e-03 (23238) 1
*122855: obj =   5.334897293e+00 inf =   1.701e-03 (22933) 1
*122958: obj =   5.333815503e+00 inf =   1.707e-03 (22860) 1
*123061: obj =   5.333670708e+00 inf =   1.702e-03 (23236) 1
*123167: obj =   5.333145875e+00 inf =   1.692e-03 (22712)
*123268: obj =   5.332999856e+00 inf =   1.656e-03 (23871) 1
*123368: obj =   5.332175992e+00 inf =   1.666e-03 (22958) 1
*123469: obj =   5.332068890e+00 inf =   1.661e-03 (23568) 1
*123570: obj =   5.331505031e+00 inf =   1.641e-03 (22274) 1
*123670: obj =   5.331086418e+00 inf =   1.627e-03 (22822) 1
*123769: obj =   5.330701684e+00 inf =   1.631e-03 (21768) 1
*123866: obj =   5.328651041e+00 inf =   1.631e-03 (22343) 1
*123963: obj =   5.327743130e+00 inf =   1.636e-03 (22525) 1
*124061: obj =   5.326251239e+00 inf =   1.638e-03 (23605) 1
*124158: obj =   5.321417759e+00 inf =   1.656e-03 (22318) 1
*124258: obj =   5.320999933e+00 inf =   1.658e-03 (23150) 1
*124356: obj =   5.320273317e+00 inf =   1.655e-03 (23445) 1
*124456: obj =   5.320006244e+00 inf =   1.658e-03 (22891) 1
*124556: obj =   5.319947382e+00 inf =   1.662e-03 (22350) 1
*124655: obj =   5.319754861e+00 inf =   1.670e-03 (22965) 1
*124755: obj =   5.319567012e+00 inf =   1.681e-03 (22162) 1
*124855: obj =   5.319471696e+00 inf =   1.686e-03 (23415) 1
*124952: obj =   5.318280739e+00 inf =   1.685e-03 (22387) 1
*125050: obj =   5.317737516e+00 inf =   1.686e-03 (22672) 1
*125148: obj =   5.316304476e+00 inf =   1.689e-03 (21680) 1
*125249: obj =   5.315993541e+00 inf =   1.679e-03 (23219) 1
*125348: obj =   5.315765712e+00 inf =   1.676e-03 (23695) 1
*125446: obj =   5.315460110e+00 inf =   1.674e-03 (23099) 1
*125544: obj =   5.315278444e+00 inf =   1.669e-03 (22632) 1
*125643: obj =   5.315014521e+00 inf =   1.674e-03 (23681) 1
*125741: obj =   5.314702195e+00 inf =   1.667e-03 (22593) 1
*125839: obj =   5.313898212e+00 inf =   1.658e-03 (23767) 1
*125942: obj =   5.313554228e+00 inf =   1.666e-03 (23103) 1
*126043: obj =   5.311416029e+00 inf =   1.666e-03 (22844)
*126137: obj =   5.308200583e+00 inf =   1.674e-03 (22807) 1
*126235: obj =   5.307676094e+00 inf =   1.668e-03 (23458) 1
*126334: obj =   5.307599326e+00 inf =   1.669e-03 (22820) 1
*126432: obj =   5.306835625e+00 inf =   1.679e-03 (23041) 1
*126530: obj =   5.306244261e+00 inf =   1.678e-03 (23300) 1
